ID,Titre,Description,Tags,URL
123,Dernière ligne droite avant le lancement du nouveau média Éco & Entreprises,"Un nouveau rendez-vous économique porté par Sud Ouest et Placéco tous les jeudis au coeur de notre quotidien Sud Ouest, pour une dose hebdomadaire d'actualité économique positive.

Un plan de communication est mis en place pour faire connaître ce nouveau rendez-vous et notamment les soirées de lancement le 8 janvier à Bordeaux et le 15 janvier à La Rochelle en compagnie des acteurs économiques et élus de ces départements.

email auprès des annonceurs SOP
campagne dans Sud Ouest et sur sudouest.fr
campagne de DOOH dans les gares
Envoi de TAP du premier numéro à un fichier d'acteurs économiques de la région
 
Un projet groupe d'envergure mené main dans la main entre Sud Ouest, Placéco, Eliette et Sud Ouest Publicité pour faire de ce nouveau produit LE rendez-vous économique incontournable de la région.",actualités,https://go.sudouest-publicite.com/e/433602/P-tETFq2YVRJE-edit-usp-sharing/b5nnnd/1717008086/h/Hv-r2KpP-N4cLXmqcYRQmlNY9DABjD1pPz1ZjRb99eE
124,SOP x Haute Garonne Tourisme,"Création, impression et diffusion d'un 8 pages pour mettre en avant le territoire

 

Diffusion : Loire Atlantique, Lyon et Gironde

Total : 37388 € HT

Commerciale : Marie Lagauzère",success story,https://go.sudouest-publicite.com/e/433602/e71jMbLjp59kW-view-usp-sharing/b5nnnh/1717008086/h/Hv-r2KpP-N4cLXmqcYRQmlNY9DABjD1pPz1ZjRb99eE
125,,"Top 10 des pubs iconiques de Noël. Drôles, créatives, décalées, récap de ces campagnes qui continuent de nous inspirer !",,https://go.sudouest-publicite.com/e/433602/vity-7272988611480838144-oK8P-/b5nnnl/1717008086/h/Hv-r2KpP-N4cLXmqcYRQmlNY9DABjD1pPz1ZjRb99eE
126,,En panne d'inspiration pour vos vacances ? Eliette vous propose son Top films de Noël pour se mettre dans l'ambiance !,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5nnnp/1717008086/h/Hv-r2KpP-N4cLXmqcYRQmlNY9DABjD1pPz1ZjRb99eE
127,Focus sur les Annonces Classées,"Les annonces classées ont connu une profonde transformation ces dernières années. Pour maintenir nos chiffres d'affaires à un niveau élevé, la digitalisation s'est imposée comme une nécessité. En quelques années, nous sommes passés des petites annonces traditionnelles aux plateformes en ligne, offrant une multitude de services. J'ai l'habitude de dire : ""de la PA à Papa à l'internet serviciel"".

Chez SOP, les annonces classées reposent sur trois piliers principaux : les ""Hommages & Souvenirs"", les Annonces Officielles et Légales, et l'Emploi. Ces trois segments sont en croissance en 2024, avec un chiffre d'affaires prévisionnel à 10,3 millions d'euros, soit une hausse de +4 % par rapport à l'année précédente et de +600 000 euros par rapport au budget.

 
 
De nombreux projets sont d'ores et déjà prévus pour l'année prochaine. Nous allons notamment enrichir les fonctionnalités de notre site Carnets avec un nouvel annuaire des professionnels digitalisé et des fonctions pour rendre hommage aux défunts. Nous allons également permettre la publication automatisée d'annonces officielles et légales sur notre zone, quel que soit le support habilité, directement via notre plateforme. Enfin, notre site Emploi fera l'objet de nouvelles améliorations, après avoir bénéficié d'un nouveau logo et d'une nouvelle page d'accueil. Nous nous positionnons comme agence de communication RH avec beaucoup d'interactions entre Eliette et nous.

 

Le maître-mot des annonces classées reste et demeure : le service client. C'est en mettant le client au cœur de nos préoccupations que nous continuerons à développer notre activité.

 
Mikael Magnier, 
Direction des Annonces Classées",,
128,Les vidéos au coeur de la stratégie,"Depuis quelques mois, les vidéos sont au coeur de la stratégie de développement du groupe.

Récemment deux actions viennent soutenir ce développement : 

Depuis le mois d'octobre, les journalistes intègrent des vidéos en média principal, ce qui veut que le contenu principal de l'article est une vidéo en grand format, avec le son ON par défaut : parfait pour les annonceurs qui veulent un espace qualitatif et une grande visibilité.

La nouvelle homepage de sudouest.fr met en avant les vidéos verticales grâce à un carrousel. Même si les investissements publicitaires sur ce format restent aujourd'hui captés essentiellement par les Réseaux Sociaux, nous pouvons espérer intégrer petit à petit ce format dans les habitudes de nos utilisateurs.",,https://go.sudouest-publicite.com/e/433602/aut-il-s-attendre-22371336-php/b5n8pl/1711476365/h/IWWJglQHxQEmCh6XuZ4t5weg2yavzkHBynNeXYiHOXk
129,ARS x Eliette,"Le client est l'ARS NA, Agence régionale de Santé de Nouvelle Aquitaine.

Afin de protéger les futurs adultes contre les papillomavirus à l’origine de très nombreux cancers et autres pathologies, l’ARS Nouvelle-Aquitaine de santé en lien avec la région académique organise une campagne de vaccination dans les collèges.

Enjeu 1 : amener les parents à consulter la plateforme

Enjeu 2 : Amener les parents à inscrire leur enfant de 5ème sur la plateforme

 
Un dispositif large proposé ciblant les parents d'ados/pré-ados et comprenant :

PQR Digitale (SO et NRCO et Centre Presse), SO week-end, Youtube, Audion, DOOH, TV digitale, Meta Ads, Posts FB et Insta et 3 influenceuses. ","success story, agence eliette",
130,REGAZ x Eliette,"L'agence Eliette a accompagné le client REGAZ pour sa communication interne et en particulier l'organisation de sa ""Semaine de l'Impact Positif"".

Une semaine pour fédérer les collaborateurs autour de valeurs de responsabilité sociétale et environnementale. 

Objectifs : Fédérer, Découvrir, Agir, Partager

Un dispositif complet incluant une charte graphique aux couleurs de Régaz, des communications physiques et digitales, des vidéos de captation et des enquêtes

 
Une réussite collective et un retour très positif du client satisfait des moments partagés.

Un projet suivi par Camille Mathon et Elida Delbourg
","success story, agence eliette",
131,Bisca Grands Lacs x Eliette,"Eliette a remporté une nouvelle consultation pour redéfinir le positionnement de Bisca Grands Lacs.

L'objectif : aligner la marque sur les nouveaux enjeux du tourisme et sur ses ambitions renouvelées. 

 Afin de répondre au mieux à cette mission, nous proposons de débuter le projet par une étude de social intelligence en collaboration avec notre partenaire Dynvide. 

 
Cette étude permettra de décrypter l’image et la perception de la destination en s’appuyant sur trois sources de données : le Social Data, le Search Data et l’Influence Data.

Une nouveauté testée par Isabelle Dousset et Diane Guibourt, on a hâte de voir les résultats !","success story, agence eliette",
132,Salon du Livre Gourmand en Dordogne,"L équipe 24 à l'inauguration du Salon du Livre gourmand avec en guest star Thierry Marx.

La commercialisation d'un supplément pour l'éditeur Dordogne Libre et un 4 pages pour Sud Ouest.",success story,
133,Connaissez-vous la newsletter SO Event ?,"Deux fois par mois, l'équipe événement éditeurs vous envoie une sélection des événements en Nouvelle-Aquitaine organisés par le Groupe Sud Ouest : conférences, débats, face aux lecteurs,...

Inscrivez-vous pour ne rien manquer des événements éditeurs BtoB BtoC.",,https://go.sudouest-publicite.com/e/433602/evenements-/b5n8q3/1711476365/h/IWWJglQHxQEmCh6XuZ4t5weg2yavzkHBynNeXYiHOXk
134,Replay des campus,"Le mois de novembre a été riche en rendez-vous. Merci à nos animateurs et participants réguliers !

Et pour ceux qui ont loupé un rendez-vous, les replays sont disponibles :

Découvrez la nouvelle page d'accueil de Sud Ouest avec Emeline Saez",campus,https://go.sudouest-publicite.com/e/433602/muro1EKO8j-view-usp-drive-link/b5n8q6/1711476365/h/IWWJglQHxQEmCh6XuZ4t5weg2yavzkHBynNeXYiHOXk
135,Replay des campus,Les produits digitaux dans SOBIZ 2025 avec Carine Dubuc et Katia Doublet,campus,https://go.sudouest-publicite.com/e/433602/1y-ZSUEo30-view-usp-drive-link/b5n8q9/1711476365/h/IWWJglQHxQEmCh6XuZ4t5weg2yavzkHBynNeXYiHOXk
136,Replay des campus,Offres recrutement et marque employeur avec Camille Lespes et Mikael Magnier,campus,https://go.sudouest-publicite.com/e/433602/Ir3WRZzV1iDNg-view-usp-sharing/b5n8qd/1711476365/h/IWWJglQHxQEmCh6XuZ4t5weg2yavzkHBynNeXYiHOXk
137,,Un documentaire Grand Angle Corporate pour la Région Nouvelle-Aquitaine qui obtient le label ECOPROD.,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5n8ql/1711476365/h/IWWJglQHxQEmCh6XuZ4t5weg2yavzkHBynNeXYiHOXk
138,,L'Agence Eliette nous a concocté un calendrier de l'avant avec chaque jour une campagne coup de ❤️ d'un membre de l'équipe. ,agence eliette,https://go.sudouest-publicite.com/e/433602/ce-eliette-posts--feedView-all/b5n8qp/1711476365/h/IWWJglQHxQEmCh6XuZ4t5weg2yavzkHBynNeXYiHOXk
139,Focus sur Advendio / So Biz 2025,"Les chantiers en cours

PA ligne
366
finalisation des tests avec les autres outils (CUE, Adsuite...)

 
Retrouvez les supports, la FAQ, le guide utilisateurs, vidéos supports et fiches mémo sur le site dédié :",advendio,https://go.sudouest-publicite.com/e/433602/sudouest-fr-sobiz-assistance/b5mm3d/1703740628/h/RZsMHmDO2mveoLAcUyhzM495XXdhIaTW1jbNPavKtIc
140,Replay des campus,Campus contrats,campus,https://go.sudouest-publicite.com/e/433602/1I07jBRi2F5rZ-view-usp-sharing/b5mm3l/1703740628/h/RZsMHmDO2mveoLAcUyhzM495XXdhIaTW1jbNPavKtIc
141,Replay des campus,Campus campagne,campus,https://go.sudouest-publicite.com/e/433602/lz88rKsMtxd1v-view-usp-sharing/b5mm3p/1703740628/h/RZsMHmDO2mveoLAcUyhzM495XXdhIaTW1jbNPavKtIc
142,Focus Tarifs 2025,"En cette fin d'année, les choses s'accélèrent sur les tarifs et changements 2025. Les tarifs 2025 sont désormais calés et déjà intégrés dans Advendio / SO Biz.

Afin que vous puissiez avancer dans vos contrats 2025 l'équipe de l'offre a mis à votre disposition un document qui synthétise les changements 2025.",,https://go.sudouest-publicite.com/e/433602/M899DlnJgveS8-edit-usp-sharing/b5mm3s/1703740628/h/RZsMHmDO2mveoLAcUyhzM495XXdhIaTW1jbNPavKtIc
143,Le Book des Réussites,"Si vous ne connaissez pas encore cet outil, l'équipe marketing regroupe chaque mois une sélection de cas clients éditeurs concis, prêts à illustrer vos propals ou vous inspirer !

Deux Books des réussites sont déjà disponibles dans la Market Place > Editeurs > Quotidiens > Success Stories",outils,https://go.sudouest-publicite.com/e/433602/idXliHeZsHdvJvD-a6-usp-sharing/b5mm3w/1703740628/h/RZsMHmDO2mveoLAcUyhzM495XXdhIaTW1jbNPavKtIc
144,Suivre la saisie des contrats 2025,"Pour retrouver vos contrats, 2 possibilités : 

la vue de liste ""Mes Contrats""
le rapport ""SOP - Mes contrats 2025""",outils,https://go.sudouest-publicite.com/e/433602/AO-view-queryScope-userFolders/b5mm43/1703740628/h/RZsMHmDO2mveoLAcUyhzM495XXdhIaTW1jbNPavKtIc
145,"Pour voir rapidement et facilement les prochains rendez-vous Campus, ajoutez l'agenda ""Actions Communication SOP"" dans votre agenda Google. ","Une fois ajouté, sélectionnez-le pour visualiser les rendez-vous et masquez le à tout moment ! Les liens d'inscription sont directement dans la description de chaque rendez-vous.",,https://go.sudouest-publicite.com/e/433602/3VwLmNhbGVuZGFyLmdvb2dsZS5jb20/b5mm4p/1703740628/h/RZsMHmDO2mveoLAcUyhzM495XXdhIaTW1jbNPavKtIc
146,,Lancement de la contractualisation avec une journée de coaching sur le thème de nos marques éditeurs.,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5mm4s/1703740628/h/RZsMHmDO2mveoLAcUyhzM495XXdhIaTW1jbNPavKtIc
147,Tendance de l'influence,"Plusieurs constructeurs intègrent l’influence dans leur stratégie de marque sous différentes formes : défis sportifs, découverte de paysages, courts séjours, tests de véhicules…on note notamment une mise en avant des gammes électriques.

Stratégies a décrypté les principales tendances de l’influence dans l’industrie automobile",,https://go.sudouest-publicite.com/e/433602/ntre-100-sur-l-electrique-html/b5lzmt/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
148,Idée créative : automobile,La campagne Rent a Car sous la forme d'un micro-trottoir qui donne lieu à de nombreuses erreurs.,,https://go.sudouest-publicite.com/e/433602/res-rent-avec-rosa-paris-87713/b5lzmx/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
149,Tendances et Innovation,"Les 5 Grandes Innovations qui Révolutionneront la Mobilité Électrique en 2025

On retient : l'idée créative de recharger sa maison avec sa voiture et vice-versa",,https://go.sudouest-publicite.com/e/433602/la-mobilite-electrique-en-2025/b5lzn1/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
150,Témoignages,"Des géants du commerce donnent les clés du commerce en 2024. 

Selon Leroy Merlin, un constat s’impose : le digital influence fortement les ventes en magasin 

La solution : des campagnes omnicanales",,https://go.sudouest-publicite.com/e/433602/-party-branding-commerce-2024-/b5lzn4/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
151,Tendances,Les marques de retail adoptent une posture empathique en proposant des solutions d’achat malines pour accompagner les consommateurs dans leurs arbitrages.,,https://go.sudouest-publicite.com/e/433602/-sectorielles-2024-vml-google-/b5lzn7/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
152,Etude,"Shopper Trends 2024,une étude réalisée par Epsilon pour Imediacenter et Publicis Media, un baromètre annuel des habitudes d’achats des Français.",,https://go.sudouest-publicite.com/e/433602/dPwVvjt0w4myV-view-usp-sharing/b5lznb/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
153,Consommation et usages,"La tendance Long life Tech émerge dans le secteur technologique en réponse à la critique croissante de l’obsolescence programmée. Un mouvement qui vise à prolonger la durée de vie des appareils réduisant ainsi leur impact environnemental et financier.

La tendance de la consommation plus durable : réparation, économie circulaire.

L'intérêt de recherche pour la réparation a augmenté d’environ 30% sur les cinq dernières années. L’intérêt croissant du public pour le bricolage et la maintenance est un phénomène réel.",,https://go.sudouest-publicite.com/e/433602/-consommation-2024-vml-google-/b5lznj/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
154,Idée créative : santé,"«Pas à vendre», une campagne sur la difficulté des femmes ayant eu un cancer du sein à accéder à la propriété

On retient : reprendre les codes d'un autre secteur pour montrer son engagement.",,https://go.sudouest-publicite.com/e/433602/sein-acceder-la-propriete-html/b5lznm/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
155,Idée créative : tourisme,Campagne d'attractivité pour la Bretagne qui joue de ses défauts et préjugés.,,https://go.sudouest-publicite.com/e/433602/Post-7248455755752706048-w2bb-/b5lznq/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
156,Influence x Corrèze,"Des influenceurs partagent les coins secrets de la Corrèze, qui s'amuse de ses faiblesses.",,https://go.sudouest-publicite.com/e/433602/merciales20et20promotionnelles/b5lznt/1698069099/h/Mjg1y0INEGTlAWEBdmU1lkQfLLMGD401pHcN5TnEosU
157,,"L'équipe Hors Zone au complet Laurent, Bruno, Camille et Karim MEDRAOUI. 

Pour les demandes EXPORT ou DOOH, rien ne change avec l'adresse commune : sopublicite@sudouest.fr ",,
158,,"En soutien à la lutte contre le cancer du sein et ce mois d'Octobre Rose, l'équipe des Annonces Classées s'est vêtue de rose ce mardi !",,
159,Célébrons ensemble les 80 ans de Sud Ouest,"Un dispositif a été mis en place pour fêter cet anniversaire symbolique : 

une rubrique spéciale sur sudouest.fr
des archives photos
le jeu des UNES
Et bien plus encore ! Découvrez le dispositif complet sur RESO

🙏 Nous recherchons des bénévoles pour accueillir, informer et accompagner le public lors de cette journée qui s'annonce déjà comme un succès collectif !",,https://go.sudouest-publicite.com/e/433602/fetons-les-80-ans-de-sud-ouest/b5kz6z/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
160,Netflix x Solutions Médias,"Le Solutions Médias a fait une reco pour Netflix à l'occasion de la sortie d'un nouveau film

Objectif : communiquer en local sur Bordeaux

La propal : 100% éditeur print, digital, impression et street Marketing",,https://go.sudouest-publicite.com/e/433602/aHODBlcazpJh0-view-usp-sharing/b5kz73/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
161,Barreau de Bordeaux x AVA,Un projet par Eliette et le Solutions Médias pour faire connaître l'extension du Barreau de Bordeaux et son service AVA grâce à un dispositif 360°,,https://go.sudouest-publicite.com/e/433602/fL4v2yiQ1y6g9-view-usp-sharing/b5kz76/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
162,DARTY Capbreton x Eliette,Une campagne pour renforcer l'image de marque du nouveau magasin et assurer la visibilité sur les 3 grosses opérations de la fin d'année,,https://go.sudouest-publicite.com/e/433602/gnhYucap4Dx1J-view-usp-sharing/b5kz79/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
163,"Campagnes Programmatiques, Social Ads, pack mixtes : faites des enveloppes !","L’enveloppe numérique prend désormais en charge les créas pour vos campagnes trading (Programmatique display, social Ads et pack mixte).

À partir du 09/09/2024, toutes vos demandes de créas trading doivent être réalisées via l’enveloppe numérique. En complément, la fiche brief doit être complétée sur les attendus de votre campagne.

Pour rappel, l'envoi doit se faire à J-5 du début de la campagne.

En cas de difficultés sur l’enveloppe numérique, envoyez un mail à Katia Doublet avec le numéro de votre campagne et la difficulté que vous rencontrez.",,https://go.sudouest-publicite.com/e/433602/contraintes-techniques-/b5kz7d/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
164,Des cas clients éditeurs pour illustrer vos propals !,"L'équipe Marketing a créé le Book des réussites. Un document avec des réalisations 100% éditeur pour illustrer vos propals.

Partagez vos belles réalisations à Anaïs Sultana pour compléter ce book !",,https://go.sudouest-publicite.com/e/433602/oTVfIK5mVmRb8-edit-usp-sharing/b5kz7h/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
165,,Avez-vous remarqué que la Market Place a évolué ? Consultez le doc tuto pour vous y retrouver !,,https://go.sudouest-publicite.com/e/433602/v1og4UoDB-qHV-view-usp-sharing/b5kz7l/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
166,Nous sommes ravis de vous annoncer le lancement de Sobiz (Advendio) qui remplacera Publissimo.,"Pour rendre cette transition aussi fluide que possible, nous avons créé une série de courtes vidéos intitulée ""L'Instant Sobiz"".

Chaque vidéo met en lumière les fonctionnalités clés de Sobiz, vous offrant un avant-goût des avantages à venir. Ces vidéos vous permettent de vous familiariser progressivement avec le nouvel outil avant la formation officielle.

Introduction : Présentation 360° de Sobiz

 
2. ""Les statuts"" pour découvrir les différents statuts que vous allez rencontrer au fil de votre process commercial

3. ""Créez vos Campagnes avec Sobiz"" pour découvrir comment mettre en œuvre une campagne en quelques clics

4. ""Créez vos contrats avec Sobiz"" pour la gestion contractuelle et la transparence de vos projets

5. Inventaire Print",,https://go.sudouest-publicite.com/e/433602/v8sLdpq1iHFji-view-usp-sharing/b5kz86/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
167,"Portrait d'Anne-Claire JOANTEGUY, au Solutions Médias","Hello, moi c'est Anne-Claire et j'ai rejoint la team Eliette le 1er juillet ! J'ai fait mes armes en agence et chez l'annonceur, notamment dans une petite boîte de la région pas très connue... Cdiscount 😉

Là-bas, j'étais aux achats média. Mais assez parlé boulot ! Si vous ne me trouvez pas à mon siège du rez-de-chaussée, n'hésitez pas à jeter un œil du côté du Pays Basque (#pusabaiona), ma deuxième maison. Et si je suis toujours introuvable, préparez votre passeport, car vous devrez peut-être franchir quelques frontières ! J'adore explorer le monde dès que l'occasion se présente. Et là, si je reste introuvable, il ne vous reste plus qu'une solution : contacter Julien Courbet pour lancer Appel à témoins ! 

Quelles sont tes missions actuelles ? Nous collaborons avec les commerciaux afin de construire la meilleure visibilité possible pour leurs clients. Suivant la problématique évoquée nous décryptons leurs cibles, et examinons les audiences médias, afin d'apporter la réponse la plus pertinente possible.

Quelle est ton actualité du moment ? La rentrée et la fin d'année s'annoncent intenses ! Nous répondons aux demandes entrantes actuelles, préparons la peak season et restons en veille sur l'ensemble des médias émergents.

Quel est ton péché mignon ?

Chez moi, il n'y a pas de péché mignon.

Honnêtement, c'est juré

On me demande souvent si j’ai un faible pour quelque chose, mais non, jamais.

Céder ? surtout pas.

On peut dire que je suis raisonnable.

L'envie, c'est maîtrisé.

Après tout, pourquoi craquer.

Toutefois un petit carré de cho...",,
168,,Dernière réalisation audiovisuelle pour SMICTOM Lot-Garonne-Baïse avec Digivision,,https://go.sudouest-publicite.com/e/433602/vity-7238803367244775425-uexM-/b5kz89/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
169,,Les groupes La Dépêche du Midi et DC Company scellent un partenariat historique,,https://go.sudouest-publicite.com/e/433602/vity-7237713675115991041-2hcH-/b5kz8d/1689660962/h/-9eHzTotRFwo5IFEJamk2mGOlyEGFmBlHcCeJGpedlI
170,SudOuest Emploi change d'identité !,"La marque emploi se modernise avec un nouveau logo mais pas seulement !

Un changement s'opère dans la manière d'aborder l'emploi : filières métiers, offres digitales, marque employeur ...

Le site internet est aussi en cours de refonte à découvrir très prochainement.

Bravo à Camille Lespes et Mikael Magnier pour ce coup de frais sur la marque Emploi. 

 Un kit de communication est à votre disposition pour partager cette actualité sur vos réseaux. ",,https://go.sudouest-publicite.com/e/433602/zmPpMblP0wB-w-edit-usp-sharing/b5hjlb/1673824038/h/aKhmq11OsvTiRrp8lginapNvEPkjkEbYYUXAJgbZCmU
171,Supplément demi-finale TOP14 du vendredi 21 juin,"Supplément de 8 pages, avec 6 annonceurs dont Bord'eau Village, la Chambre des Notaires, Cheops, Intersport, Suzuki et l'UBB.

CA total de 14 900€ HT.",,
172,Supplément sur la finale TOP14 du vendredi 28 juin,"Supplément de 12 pages, avec 11 annonceurs dont la Chambre des Notaires, la Mairie de Bègles, Intersport, la CCI, la Société Générale, la Région...

CA total de 20 750€ HT + 3 000€ sur TV7 (Orange).",,https://go.sudouest-publicite.com/e/433602/uzqgl-uffq-/b5hjlf/1673824038/h/aKhmq11OsvTiRrp8lginapNvEPkjkEbYYUXAJgbZCmU
173,HS Saison UBB du lundi 1er juillet,"Supplément de 32 pages avec 9 annonceurs dont Bord'eau Village, Intersport, Neuflize, 

 
Mairie de Bordeaux, Martin Sols, Bordelaise de Lunetterie, Pechavy...

CA total de : 7 400€ (Print) + 1 200€ HT (Vente) chaque annonceur a eu 100 exemplaires du supplément.",,https://go.sudouest-publicite.com/e/433602/uzqgl-kgmf-/b5hjlj/1673824038/h/aKhmq11OsvTiRrp8lginapNvEPkjkEbYYUXAJgbZCmU
174,Finale UBB x Toulouse ,"Plusieurs services ont été mobilisés :Les ventes : Création de Tifos pour dynamiser les ventes : ""Allez UBB"" et le 2D : ""Fiers de l'UBB"".

La promo Olivier Moreau : visibilité et partenariat ClubUBB & Sud Ouest.

Côte Ouest : réactivité hors norme et organisation de la Fan Zone place des Quinconces.

Rugby 360 / Raffut (Aymeric) : communication verticale rugby. ",,
175,🎬 Nouveau format vidéo sur les réseaux ! ,"L'équipe communication propose un nouveau format de contenus vidéos pour les réseaux sociaux sur le thème ""6 bonnes raisons de communiquer dans la presse régionale"".

Nous mettons à votre disposition un kit de communication avec des exemples de posts pour relayer ces vidéos. 

Retrouvez les liens des vidéos chaque semaine !",,https://go.sudouest-publicite.com/e/433602/jZfGKTjtG-LK8-edit-usp-sharing/b5hjlm/1673824038/h/aKhmq11OsvTiRrp8lginapNvEPkjkEbYYUXAJgbZCmU
176,📢 [Appel à bénévoles] Sud Ouest ouvre ses portes le 21 septembre prochain,"À l'occasion des 80 ans de Sud Ouest, le Pôle communication Groupe renoue avec la tradition de la journée portes ouvertes !

Cette journée d'accueil au public aura lieu le samedi 21 septembre 2024, dans le cadre des journées du patrimoine.

Vous souhaitez être bénévole et les aider dans l'organisation et / ou l'animation de cette journée ? Faites part de votre disponibilité, de vos préférences en terme d'animation (accueil des visiteurs, guides, animateurs…) et de créneaux horaires à l'adresse : communication@groupesudouest.com

Un grand merci par avance pour votre contribution !",,
177,Bilan Trophées Innovation Nautisme Arcachon ,,,https://go.sudouest-publicite.com/e/433602/xbOboB-C6sr69-view-usp-sharing/b5hjlq/1673824038/h/aKhmq11OsvTiRrp8lginapNvEPkjkEbYYUXAJgbZCmU
178,Bilan conférence santé Lot-et-Garonne ,,,https://go.sudouest-publicite.com/e/433602/MVnWz4o-FCzbY-view-usp-sharing/b5hjlt/1673824038/h/aKhmq11OsvTiRrp8lginapNvEPkjkEbYYUXAJgbZCmU
179,1 an d’abonnement gratuit et sans engagement pour tous les bacheliers de Nouvelle-Aquitaine !🥳,"Le Journal Sud Ouest propose pour la deuxième année consécutive, un abonnement offert à tous les bacheliers. N'hésitez pas à partager l'initiative autour de vous !",,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5hjlx/1673824038/h/aKhmq11OsvTiRrp8lginapNvEPkjkEbYYUXAJgbZCmU
180,Nous avons inauguré la nouvelle agence Sud Ouest Agen !,"L'équipe Sud Ouest Publicité d'Agen s'est associée à la rédaction pour organiser un afterwork et inaugurer les nouveaux locaux de l'Agence.

Depuis le 17 avril, l'agence Sud Ouest Agen a rejoint les bureaux de l'espace de coworking Hemera République.

 
C'est la première fois dans l'histoire de Sud Ouest qu'une agence de rédaction rejoint un espace de coworking !

Nous avons profité de cette nouveauté pour faire des photos corporate de l'équipe et de ces bureaux colorés et modernes. A découvrir très bientôt...

Merci à Jean-Rémy de l'Agence Eliette d'avoir immortalisé l'afterwork !",,https://go.sudouest-publicite.com/e/433602/uAyRpZjkO2AFo14tQi-usp-sharing/b5gsyv/1670017909/h/G0FfDlPfFe_dpJmKc7-01Nq6F4MiSMHvvB0DMDDNtpI
181,Eliette x Liverpool & Bordeaux Fête le Vin,"Une stratégie média proposée par le Solution Média avec 2 objectifs  :

CONSCIENCE : Sensibiliser le public sur Liverpool et ses nombreuses attractions : gastronomie, culture, musique, sport, etc.

TRAFIC : Inviter le public du département de la Gironde à venir à Bordeaux Fête le Vin et découvrir le stand de Liverpool City Region (LCR).",,https://go.sudouest-publicite.com/e/433602/c2A4nKf-F3Grw-edit-usp-sharing/b5gsyy/1670017909/h/G0FfDlPfFe_dpJmKc7-01Nq6F4MiSMHvvB0DMDDNtpI
182,Digivision - Campus du DUSA,"Un film original produit par DIGIVISION, joliment conçu & réalisé par William BERNARD, pour dévoiler le dynamique Campus du DUSA, Département universitaire des Sciences d'Agen DUSA et particulièrement ses filières agro-alimentaires accessibles en alternance.

Commercial Marc Mathé
",,https://go.sudouest-publicite.com/e/433602/Post-7210912602493755394-bOIJ-/b5gsz2/1670017909/h/G0FfDlPfFe_dpJmKc7-01Nq6F4MiSMHvvB0DMDDNtpI
183,Offres BOOSTER été,La période estivale est pour nous l'occasion de mettre à votre disposition des offres BOOSTER print et digital. ,,https://go.sudouest-publicite.com/e/433602/-EpuxnJ4BFbcQ-edit-usp-sharing/b5gsz5/1670017909/h/G0FfDlPfFe_dpJmKc7-01Nq6F4MiSMHvvB0DMDDNtpI
184,L'offre de notre produit post vidéo co-brandé évolue ! ,"La part du budget qui sera investi sur Méta est désormais de 60% du global, la part éditeur 15% et nos frais de gestion 25%. La bonne nouvelle est donc que nos annonceurs vont bénéficier dd'un volume de vidéo vues plus important vs l'ancienne offre. ",,https://go.sudouest-publicite.com/e/433602/9EkDiKHGqwYyszz-usp-drive-link/b5gsz8/1670017909/h/G0FfDlPfFe_dpJmKc7-01Nq6F4MiSMHvvB0DMDDNtpI
